ID,Class,Gender,Age,number.online.courses.taken,TA,Question,Likert.Score,Theme,ScoreNegPos
62,3,male,23,3,Emily,Treated.me.with.respect,5,approachable,2
62,3,male,23,3,Emily,Enthusiastic,5,approachable,2
62,3,male,23,3,Emily,Professional,5,professional,2
62,3,male,23,3,Emily,TA.again,5,teaching,2
63,2,male,19,> 5,Jesse,Facilitated.learning,4,teaching,1
63,2,male,19,> 5,Jesse,Provided.helpful.feedback,5,teaching,2
63,2,male,19,> 5,Jesse,Is.an.expert,4,knowledge,1
63,2,male,19,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
63,2,male,19,> 5,Jesse,Graded.Fairly,5,teaching,2
63,2,male,19,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
63,2,male,19,> 5,Jesse,Knowledgable.of.course.content,4,knowledge,1
63,2,male,19,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
63,2,male,19,> 5,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
63,2,male,19,> 5,Jesse,Considerate.in.communication,5,approachable,2
63,2,male,19,> 5,Jesse,Treated.me.with.respect,5,approachable,2
63,2,male,19,> 5,Jesse,Enthusiastic,5,approachable,2
63,2,male,19,> 5,Jesse,Professional,5,professional,2
63,2,male,19,> 5,Jesse,TA.again,5,teaching,2
64,4,female,22,> 5,Emily,Facilitated.learning,4,teaching,1
64,4,female,22,> 5,Emily,Provided.helpful.feedback,5,teaching,2
64,4,female,22,> 5,Emily,Is.an.expert,5,knowledge,2
64,4,female,22,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
64,4,female,22,> 5,Emily,Graded.Fairly,4,teaching,1
64,4,female,22,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
64,4,female,22,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
64,4,female,22,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
64,4,female,22,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
64,4,female,22,> 5,Emily,Considerate.in.communication,5,approachable,2
64,4,female,22,> 5,Emily,Treated.me.with.respect,4,approachable,1
64,4,female,22,> 5,Emily,Enthusiastic,5,approachable,2
64,4,female,22,> 5,Emily,Professional,5,professional,2
64,4,female,22,> 5,Emily,TA.again,4,teaching,1
65,1,female,18,1,Jesse,Facilitated.learning,4,teaching,1
65,1,female,18,1,Jesse,Provided.helpful.feedback,4,teaching,1
65,1,female,18,1,Jesse,Is.an.expert,5,knowledge,2
65,1,female,18,1,Jesse,Graded.in.a.timely.manner,5,professional,2
65,1,female,18,1,Jesse,Graded.Fairly,4,teaching,1
65,1,female,18,1,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
65,1,female,18,1,Jesse,Knowledgable.of.course.content,5,knowledge,2
65,1,female,18,1,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
65,1,female,18,1,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
65,1,female,18,1,Jesse,Considerate.in.communication,5,approachable,2
65,1,female,18,1,Jesse,Treated.me.with.respect,5,approachable,2
65,1,female,18,1,Jesse,Enthusiastic,5,approachable,2
65,1,female,18,1,Jesse,Professional,5,professional,2
65,1,female,18,1,Jesse,TA.again,5,teaching,2
66,4,male,21,> 5,Jesse,Facilitated.learning,5,teaching,2
66,4,male,21,> 5,Jesse,Provided.helpful.feedback,5,teaching,2
66,4,male,21,> 5,Jesse,Is.an.expert,5,knowledge,2
66,4,male,21,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
66,4,male,21,> 5,Jesse,Graded.Fairly,5,teaching,2
66,4,male,21,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
66,4,male,21,> 5,Jesse,Knowledgable.of.course.content,5,knowledge,2
66,4,male,21,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
66,4,male,21,> 5,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
66,4,male,21,> 5,Jesse,Considerate.in.communication,5,approachable,2
66,4,male,21,> 5,Jesse,Treated.me.with.respect,5,approachable,2
66,4,male,21,> 5,Jesse,Enthusiastic,5,approachable,2
66,4,male,21,> 5,Jesse,Professional,5,professional,2
66,4,male,21,> 5,Jesse,TA.again,5,teaching,2
67,3,female,21,> 5,Jesse,Facilitated.learning,3,teaching,0
67,3,female,21,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
67,3,female,21,> 5,Jesse,Is.an.expert,3,knowledge,0
67,3,female,21,> 5,Jesse,Graded.in.a.timely.manner,4,professional,1
67,3,female,21,> 5,Jesse,Graded.Fairly,3,teaching,0
67,3,female,21,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
67,3,female,21,> 5,Jesse,Knowledgable.of.course.content,3,knowledge,0
67,3,female,21,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
67,3,female,21,> 5,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
67,3,female,21,> 5,Jesse,Considerate.in.communication,4,approachable,1
67,3,female,21,> 5,Jesse,Treated.me.with.respect,5,approachable,2
67,3,female,21,> 5,Jesse,Enthusiastic,2,approachable,-1
67,3,female,21,> 5,Jesse,Professional,5,professional,2
67,3,female,21,> 5,Jesse,TA.again,3,teaching,0
68,3,female,20,1,Emily,Facilitated.learning,5,teaching,2
68,3,female,20,1,Emily,Provided.helpful.feedback,5,teaching,2
68,3,female,20,1,Emily,Is.an.expert,5,knowledge,2
68,3,female,20,1,Emily,Graded.in.a.timely.manner,5,professional,2
68,3,female,20,1,Emily,Graded.Fairly,5,teaching,2
68,3,female,20,1,Emily,Did.NOT.respond.to.email.promptly,1,professional,-2
68,3,female,20,1,Emily,Knowledgable.of.course.content,5,knowledge,2
68,3,female,20,1,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
68,3,female,20,1,Emily,Consistently.fulfilled.responsibilities,5,professional,2
68,3,female,20,1,Emily,Considerate.in.communication,5,approachable,2
68,3,female,20,1,Emily,Treated.me.with.respect,5,approachable,2
68,3,female,20,1,Emily,Enthusiastic,5,approachable,2
68,3,female,20,1,Emily,Professional,5,professional,2
68,3,female,20,1,Emily,TA.again,5,teaching,2
69,3,female,22,5,Emily,Facilitated.learning,3,teaching,0
69,3,female,22,5,Emily,Provided.helpful.feedback,4,teaching,1
69,3,female,22,5,Emily,Is.an.expert,4,knowledge,1
69,3,female,22,5,Emily,Graded.in.a.timely.manner,5,professional,2
69,3,female,22,5,Emily,Graded.Fairly,4,teaching,1
69,3,female,22,5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
69,3,female,22,5,Emily,Knowledgable.of.course.content,4,knowledge,1
69,3,female,22,5,Emily,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
69,3,female,22,5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
69,3,female,22,5,Emily,Considerate.in.communication,4,approachable,1
69,3,female,22,5,Emily,Treated.me.with.respect,5,approachable,2
69,3,female,22,5,Emily,Enthusiastic,4,approachable,1
69,3,female,22,5,Emily,Professional,5,professional,2
69,3,female,22,5,Emily,TA.again,3,teaching,0
70,1,male,20,0,Emily,Facilitated.learning,5,teaching,2
70,1,male,20,0,Emily,Provided.helpful.feedback,5,teaching,2
70,1,male,20,0,Emily,Is.an.expert,5,knowledge,2
70,1,male,20,0,Emily,Graded.in.a.timely.manner,5,professional,2
70,1,male,20,0,Emily,Graded.Fairly,5,teaching,2
70,1,male,20,0,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
70,1,male,20,0,Emily,Knowledgable.of.course.content,5,knowledge,2
70,1,male,20,0,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
70,1,male,20,0,Emily,Consistently.fulfilled.responsibilities,5,professional,2
70,1,male,20,0,Emily,Considerate.in.communication,5,approachable,2
70,1,male,20,0,Emily,Treated.me.with.respect,5,approachable,2
70,1,male,20,0,Emily,Enthusiastic,5,approachable,2
70,1,male,20,0,Emily,Professional,5,professional,2
70,1,male,20,0,Emily,TA.again,5,teaching,2
71,3,female,20,4,Emily,Facilitated.learning,4,teaching,1
71,3,female,20,4,Emily,Provided.helpful.feedback,5,teaching,2
71,3,female,20,4,Emily,Is.an.expert,5,knowledge,2
71,3,female,20,4,Emily,Graded.in.a.timely.manner,5,professional,2
71,3,female,20,4,Emily,Graded.Fairly,5,teaching,2
71,3,female,20,4,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
71,3,female,20,4,Emily,Knowledgable.of.course.content,5,knowledge,2
71,3,female,20,4,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
71,3,female,20,4,Emily,Consistently.fulfilled.responsibilities,5,professional,2
71,3,female,20,4,Emily,Considerate.in.communication,5,approachable,2
71,3,female,20,4,Emily,Treated.me.with.respect,5,approachable,2
71,3,female,20,4,Emily,Enthusiastic,5,approachable,2
71,3,female,20,4,Emily,Professional,5,professional,2
71,3,female,20,4,Emily,TA.again,5,teaching,2
72,4,female,21,> 5,Emily,Facilitated.learning,5,teaching,2
72,4,female,21,> 5,Emily,Provided.helpful.feedback,4,teaching,1
72,4,female,21,> 5,Emily,Is.an.expert,5,knowledge,2
72,4,female,21,> 5,Emily,Graded.in.a.timely.manner,3,professional,0
72,4,female,21,> 5,Emily,Graded.Fairly,4,teaching,1
72,4,female,21,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
72,4,female,21,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
72,4,female,21,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
72,4,female,21,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
72,4,female,21,> 5,Emily,Considerate.in.communication,5,approachable,2
72,4,female,21,> 5,Emily,Treated.me.with.respect,5,approachable,2
72,4,female,21,> 5,Emily,Enthusiastic,5,approachable,2
72,4,female,21,> 5,Emily,Professional,5,professional,2
72,4,female,21,> 5,Emily,TA.again,4,teaching,1
73,3,female,21,3,Emily,Facilitated.learning,3,teaching,0
73,3,female,21,3,Emily,Provided.helpful.feedback,4,teaching,1
73,3,female,21,3,Emily,Is.an.expert,3,knowledge,0
73,3,female,21,3,Emily,Graded.in.a.timely.manner,4,professional,1
73,3,female,21,3,Emily,Graded.Fairly,3,teaching,0
73,3,female,21,3,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
73,3,female,21,3,Emily,Knowledgable.of.course.content,5,knowledge,2
73,3,female,21,3,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
73,3,female,21,3,Emily,Consistently.fulfilled.responsibilities,5,professional,2
73,3,female,21,3,Emily,Considerate.in.communication,5,approachable,2
73,3,female,21,3,Emily,Treated.me.with.respect,5,approachable,2
73,3,female,21,3,Emily,Enthusiastic,5,approachable,2
73,3,female,21,3,Emily,Professional,5,professional,2
73,3,female,21,3,Emily,TA.again,3,teaching,0
74,4,male,24,> 5,Emily,Facilitated.learning,4,teaching,1
74,4,male,24,> 5,Emily,Provided.helpful.feedback,3,teaching,0
74,4,male,24,> 5,Emily,Is.an.expert,4,knowledge,1
74,4,male,24,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
74,4,male,24,> 5,Emily,Graded.Fairly,5,teaching,2
74,4,male,24,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
74,4,male,24,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
74,4,male,24,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
74,4,male,24,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
74,4,male,24,> 5,Emily,Considerate.in.communication,5,approachable,2
74,4,male,24,> 5,Emily,Treated.me.with.respect,5,approachable,2
74,4,male,24,> 5,Emily,Enthusiastic,3,approachable,0
74,4,male,24,> 5,Emily,Professional,5,professional,2
74,4,male,24,> 5,Emily,TA.again,3,teaching,0
75,3,male,20,2,Jesse,Facilitated.learning,4,teaching,1
75,3,male,20,2,Jesse,Provided.helpful.feedback,5,teaching,2
75,3,male,20,2,Jesse,Is.an.expert,4,knowledge,1
75,3,male,20,2,Jesse,Graded.in.a.timely.manner,5,professional,2
75,3,male,20,2,Jesse,Graded.Fairly,5,teaching,2
75,3,male,20,2,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
75,3,male,20,2,Jesse,Knowledgable.of.course.content,5,knowledge,2
75,3,male,20,2,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
75,3,male,20,2,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
75,3,male,20,2,Jesse,Considerate.in.communication,5,approachable,2
75,3,male,20,2,Jesse,Treated.me.with.respect,5,approachable,2
75,3,male,20,2,Jesse,Enthusiastic,5,approachable,2
75,3,male,20,2,Jesse,Professional,5,professional,2
75,3,male,20,2,Jesse,TA.again,4,teaching,1
76,4,female,21,> 5,Jesse,Facilitated.learning,3,teaching,0
76,4,female,21,> 5,Jesse,Provided.helpful.feedback,5,teaching,2
76,4,female,21,> 5,Jesse,Is.an.expert,5,knowledge,2
76,4,female,21,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
76,4,female,21,> 5,Jesse,Graded.Fairly,5,teaching,2
76,4,female,21,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
76,4,female,21,> 5,Jesse,Knowledgable.of.course.content,4,knowledge,1
76,4,female,21,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
76,4,female,21,> 5,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
76,4,female,21,> 5,Jesse,Considerate.in.communication,5,approachable,2
76,4,female,21,> 5,Jesse,Treated.me.with.respect,5,approachable,2
76,4,female,21,> 5,Jesse,Enthusiastic,5,approachable,2
76,4,female,21,> 5,Jesse,Professional,5,professional,2
76,4,female,21,> 5,Jesse,TA.again,5,teaching,2
77,4,male,21,> 5,Emily,Facilitated.learning,4,teaching,1
77,4,male,21,> 5,Emily,Provided.helpful.feedback,5,teaching,2
77,4,male,21,> 5,Emily,Is.an.expert,4,knowledge,1
77,4,male,21,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
77,4,male,21,> 5,Emily,Graded.Fairly,5,teaching,2
77,4,male,21,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
77,4,male,21,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
77,4,male,21,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
77,4,male,21,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
77,4,male,21,> 5,Emily,Considerate.in.communication,4,approachable,1
77,4,male,21,> 5,Emily,Treated.me.with.respect,4,approachable,1
77,4,male,21,> 5,Emily,Enthusiastic,3,approachable,0
77,4,male,21,> 5,Emily,Professional,4,professional,1
77,4,male,21,> 5,Emily,TA.again,3,teaching,0
78,3,male,19,1,Jesse,Facilitated.learning,4,teaching,1
78,3,male,19,1,Jesse,Provided.helpful.feedback,5,teaching,2
78,3,male,19,1,Jesse,Is.an.expert,3,knowledge,0
78,3,male,19,1,Jesse,Graded.in.a.timely.manner,5,professional,2
78,3,male,19,1,Jesse,Graded.Fairly,4,teaching,1
78,3,male,19,1,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
78,3,male,19,1,Jesse,Knowledgable.of.course.content,4,knowledge,1
78,3,male,19,1,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
78,3,male,19,1,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
78,3,male,19,1,Jesse,Considerate.in.communication,5,approachable,2
78,3,male,19,1,Jesse,Treated.me.with.respect,5,approachable,2
78,3,male,19,1,Jesse,Enthusiastic,3,approachable,0
78,3,male,19,1,Jesse,Professional,5,professional,2
78,3,male,19,1,Jesse,TA.again,5,teaching,2
79,3,female,29,4,Emily,Facilitated.learning,4,teaching,1
79,3,female,29,4,Emily,Provided.helpful.feedback,5,teaching,2
79,3,female,29,4,Emily,Is.an.expert,4,knowledge,1
79,3,female,29,4,Emily,Graded.in.a.timely.manner,5,professional,2
79,3,female,29,4,Emily,Graded.Fairly,4,teaching,1
79,3,female,29,4,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
79,3,female,29,4,Emily,Knowledgable.of.course.content,4,knowledge,1
79,3,female,29,4,Emily,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
79,3,female,29,4,Emily,Consistently.fulfilled.responsibilities,4,professional,1
79,3,female,29,4,Emily,Considerate.in.communication,5,approachable,2
79,3,female,29,4,Emily,Treated.me.with.respect,5,approachable,2
79,3,female,29,4,Emily,Enthusiastic,5,approachable,2
79,3,female,29,4,Emily,Professional,5,professional,2
79,3,female,29,4,Emily,TA.again,3,teaching,0
80,4,female,22,1,Emily,Facilitated.learning,5,teaching,2
80,4,female,22,1,Emily,Provided.helpful.feedback,4,teaching,1
80,4,female,22,1,Emily,Is.an.expert,5,knowledge,2
80,4,female,22,1,Emily,Graded.in.a.timely.manner,5,professional,2
80,4,female,22,1,Emily,Graded.Fairly,4,teaching,1
80,4,female,22,1,Emily,Did.NOT.respond.to.email.promptly,1,professional,-2
80,4,female,22,1,Emily,Knowledgable.of.course.content,5,knowledge,2
80,4,female,22,1,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
80,4,female,22,1,Emily,Consistently.fulfilled.responsibilities,5,professional,2
80,4,female,22,1,Emily,Considerate.in.communication,5,approachable,2
80,4,female,22,1,Emily,Treated.me.with.respect,5,approachable,2
80,4,female,22,1,Emily,Enthusiastic,5,approachable,2
80,4,female,22,1,Emily,Professional,5,professional,2
80,4,female,22,1,Emily,TA.again,5,teaching,2
81,3,male,22,3,Jesse,Facilitated.learning,4,teaching,1
81,3,male,22,3,Jesse,Provided.helpful.feedback,4,teaching,1
81,3,male,22,3,Jesse,Is.an.expert,3,knowledge,0
81,3,male,22,3,Jesse,Graded.in.a.timely.manner,5,professional,2
81,3,male,22,3,Jesse,Graded.Fairly,5,teaching,2
81,3,male,22,3,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
81,3,male,22,3,Jesse,Knowledgable.of.course.content,4,knowledge,1
81,3,male,22,3,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
81,3,male,22,3,Jesse,Consistently.fulfilled.responsibilities,3,professional,0
81,3,male,22,3,Jesse,Considerate.in.communication,3,approachable,0
81,3,male,22,3,Jesse,Treated.me.with.respect,4,approachable,1
81,3,male,22,3,Jesse,Enthusiastic,3,approachable,0
81,3,male,22,3,Jesse,Professional,5,professional,2
81,3,male,22,3,Jesse,TA.again,4,teaching,1
82,3,male,20,3,Jesse,Facilitated.learning,5,teaching,2
82,3,male,20,3,Jesse,Provided.helpful.feedback,5,teaching,2
82,3,male,20,3,Jesse,Is.an.expert,5,knowledge,2
82,3,male,20,3,Jesse,Graded.in.a.timely.manner,5,professional,2
82,3,male,20,3,Jesse,Graded.Fairly,5,teaching,2
82,3,male,20,3,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
82,3,male,20,3,Jesse,Knowledgable.of.course.content,5,knowledge,2
82,3,male,20,3,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
82,3,male,20,3,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
82,3,male,20,3,Jesse,Considerate.in.communication,5,approachable,2
82,3,male,20,3,Jesse,Treated.me.with.respect,5,approachable,2
82,3,male,20,3,Jesse,Enthusiastic,5,approachable,2
82,3,male,20,3,Jesse,Professional,5,professional,2
82,3,male,20,3,Jesse,TA.again,5,teaching,2
83,3,male,25,4,Jesse,Facilitated.learning,4,teaching,1
83,3,male,25,4,Jesse,Provided.helpful.feedback,5,teaching,2
83,3,male,25,4,Jesse,Is.an.expert,4,knowledge,1
83,3,male,25,4,Jesse,Graded.in.a.timely.manner,5,professional,2
83,3,male,25,4,Jesse,Graded.Fairly,4,teaching,1
83,3,male,25,4,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
83,3,male,25,4,Jesse,Knowledgable.of.course.content,5,knowledge,2
83,3,male,25,4,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
83,3,male,25,4,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
83,3,male,25,4,Jesse,Considerate.in.communication,5,approachable,2
83,3,male,25,4,Jesse,Treated.me.with.respect,5,approachable,2
83,3,male,25,4,Jesse,Enthusiastic,3,approachable,0
83,3,male,25,4,Jesse,Professional,5,professional,2
83,3,male,25,4,Jesse,TA.again,4,teaching,1
84,3,female,22,3,Jesse,Facilitated.learning,4,teaching,1
84,3,female,22,3,Jesse,Provided.helpful.feedback,5,teaching,2
84,3,female,22,3,Jesse,Is.an.expert,3,knowledge,0
84,3,female,22,3,Jesse,Graded.in.a.timely.manner,5,professional,2
84,3,female,22,3,Jesse,Graded.Fairly,5,teaching,2
84,3,female,22,3,Jesse,Did.NOT.respond.to.email.promptly,2,professional,-1
84,3,female,22,3,Jesse,Knowledgable.of.course.content,4,knowledge,1
84,3,female,22,3,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
84,3,female,22,3,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
84,3,female,22,3,Jesse,Considerate.in.communication,4,approachable,1
84,3,female,22,3,Jesse,Treated.me.with.respect,4,approachable,1
84,3,female,22,3,Jesse,Enthusiastic,3,approachable,0
84,3,female,22,3,Jesse,Professional,5,professional,2
84,3,female,22,3,Jesse,TA.again,5,teaching,2
85,3,male,20,0,Jesse,Facilitated.learning,3,teaching,0
85,3,male,20,0,Jesse,Provided.helpful.feedback,5,teaching,2
85,3,male,20,0,Jesse,Is.an.expert,5,knowledge,2
85,3,male,20,0,Jesse,Graded.in.a.timely.manner,5,professional,2
85,3,male,20,0,Jesse,Graded.Fairly,5,teaching,2
85,3,male,20,0,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
85,3,male,20,0,Jesse,Knowledgable.of.course.content,5,knowledge,2
85,3,male,20,0,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
85,3,male,20,0,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
85,3,male,20,0,Jesse,Considerate.in.communication,5,approachable,2
85,3,male,20,0,Jesse,Treated.me.with.respect,5,approachable,2
85,3,male,20,0,Jesse,Enthusiastic,5,approachable,2
85,3,male,20,0,Jesse,Professional,5,professional,2
85,3,male,20,0,Jesse,TA.again,5,teaching,2
86,3,male,20,2,Emily,Facilitated.learning,5,teaching,2
86,3,male,20,2,Emily,Provided.helpful.feedback,5,teaching,2
86,3,male,20,2,Emily,Is.an.expert,5,knowledge,2
86,3,male,20,2,Emily,Graded.in.a.timely.manner,5,professional,2
86,3,male,20,2,Emily,Graded.Fairly,5,teaching,2
86,3,male,20,2,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
86,3,male,20,2,Emily,Knowledgable.of.course.content,5,knowledge,2
86,3,male,20,2,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
86,3,male,20,2,Emily,Consistently.fulfilled.responsibilities,5,professional,2
86,3,male,20,2,Emily,Considerate.in.communication,5,approachable,2
86,3,male,20,2,Emily,Treated.me.with.respect,5,approachable,2
86,3,male,20,2,Emily,Enthusiastic,5,approachable,2
86,3,male,20,2,Emily,Professional,5,professional,2
86,3,male,20,2,Emily,TA.again,5,teaching,2
87,3,female,19,3,Emily,Facilitated.learning,5,teaching,2
87,3,female,19,3,Emily,Provided.helpful.feedback,5,teaching,2
87,3,female,19,3,Emily,Is.an.expert,4,knowledge,1
87,3,female,19,3,Emily,Graded.in.a.timely.manner,4,professional,1
87,3,female,19,3,Emily,Graded.Fairly,4,teaching,1
87,3,female,19,3,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
87,3,female,19,3,Emily,Knowledgable.of.course.content,5,knowledge,2
87,3,female,19,3,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
87,3,female,19,3,Emily,Consistently.fulfilled.responsibilities,5,professional,2
87,3,female,19,3,Emily,Considerate.in.communication,5,approachable,2
87,3,female,19,3,Emily,Treated.me.with.respect,5,approachable,2
87,3,female,19,3,Emily,Enthusiastic,5,approachable,2
87,3,female,19,3,Emily,Professional,5,professional,2
87,3,female,19,3,Emily,TA.again,4,teaching,1
88,4,male,35,> 5,Emily,Facilitated.learning,5,teaching,2
88,4,male,35,> 5,Emily,Provided.helpful.feedback,4,teaching,1
88,4,male,35,> 5,Emily,Is.an.expert,4,knowledge,1
88,4,male,35,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
88,4,male,35,> 5,Emily,Graded.Fairly,5,teaching,2
88,4,male,35,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
88,4,male,35,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
88,4,male,35,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
88,4,male,35,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
88,4,male,35,> 5,Emily,Considerate.in.communication,5,approachable,2
88,4,male,35,> 5,Emily,Treated.me.with.respect,3,approachable,0
88,4,male,35,> 5,Emily,Enthusiastic,4,approachable,1
88,4,male,35,> 5,Emily,Professional,5,professional,2
88,4,male,35,> 5,Emily,TA.again,5,teaching,2
89,4,female,27,> 5,Jesse,Facilitated.learning,3,teaching,0
89,4,female,27,> 5,Jesse,Provided.helpful.feedback,5,teaching,2
89,4,female,27,> 5,Jesse,Is.an.expert,3,knowledge,0
89,4,female,27,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
89,4,female,27,> 5,Jesse,Graded.Fairly,5,teaching,2
89,4,female,27,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
89,4,female,27,> 5,Jesse,Knowledgable.of.course.content,4,knowledge,1
89,4,female,27,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
89,4,female,27,> 5,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
89,4,female,27,> 5,Jesse,Considerate.in.communication,5,approachable,2
89,4,female,27,> 5,Jesse,Treated.me.with.respect,5,approachable,2
89,4,female,27,> 5,Jesse,Enthusiastic,5,approachable,2
89,4,female,27,> 5,Jesse,Professional,5,professional,2
89,4,female,27,> 5,Jesse,TA.again,5,teaching,2
90,1,male,19,> 5,Emily,Facilitated.learning,5,teaching,2
90,1,male,19,> 5,Emily,Provided.helpful.feedback,5,teaching,2
90,1,male,19,> 5,Emily,Is.an.expert,5,knowledge,2
90,1,male,19,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
90,1,male,19,> 5,Emily,Graded.Fairly,4,teaching,1
90,1,male,19,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
90,1,male,19,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
90,1,male,19,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
90,1,male,19,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
90,1,male,19,> 5,Emily,Considerate.in.communication,5,approachable,2
90,1,male,19,> 5,Emily,Treated.me.with.respect,5,approachable,2
90,1,male,19,> 5,Emily,Enthusiastic,5,approachable,2
90,1,male,19,> 5,Emily,Professional,5,professional,2
90,1,male,19,> 5,Emily,TA.again,4,teaching,1
91,4,female,26,> 5,Emily,Facilitated.learning,2,teaching,-1
91,4,female,26,> 5,Emily,Provided.helpful.feedback,4,teaching,1
91,4,female,26,> 5,Emily,Is.an.expert,3,knowledge,0
91,4,female,26,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
91,4,female,26,> 5,Emily,Graded.Fairly,4,teaching,1
91,4,female,26,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
91,4,female,26,> 5,Emily,Knowledgable.of.course.content,3,knowledge,0
91,4,female,26,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
