ID,Class,Gender,Age,number.online.courses.taken,TA,Question,Likert.Score,Theme,ScoreNegPos
34,4,female,32,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
34,4,female,32,> 5,Emily,Graded.Fairly,4,teaching,1
34,4,female,32,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
34,4,female,32,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
34,4,female,32,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
34,4,female,32,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
34,4,female,32,> 5,Emily,Considerate.in.communication,4,approachable,1
34,4,female,32,> 5,Emily,Treated.me.with.respect,5,approachable,2
34,4,female,32,> 5,Emily,Enthusiastic,5,approachable,2
34,4,female,32,> 5,Emily,Professional,5,professional,2
34,4,female,32,> 5,Emily,TA.again,3,teaching,0
35,4,female,20,> 5,Emily,Facilitated.learning,2,teaching,-1
35,4,female,20,> 5,Emily,Provided.helpful.feedback,2,teaching,-1
35,4,female,20,> 5,Emily,Is.an.expert,4,knowledge,1
35,4,female,20,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
35,4,female,20,> 5,Emily,Graded.Fairly,2,teaching,-1
35,4,female,20,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
35,4,female,20,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
35,4,female,20,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
35,4,female,20,> 5,Emily,Consistently.fulfilled.responsibilities,4,professional,1
35,4,female,20,> 5,Emily,Considerate.in.communication,3,approachable,0
35,4,female,20,> 5,Emily,Treated.me.with.respect,3,approachable,0
35,4,female,20,> 5,Emily,Enthusiastic,3,approachable,0
35,4,female,20,> 5,Emily,Professional,4,professional,1
35,4,female,20,> 5,Emily,TA.again,2,teaching,-1
36,2,male,19,> 5,Emily,Facilitated.learning,3,teaching,0
36,2,male,19,> 5,Emily,Provided.helpful.feedback,4,teaching,1
36,2,male,19,> 5,Emily,Is.an.expert,4,knowledge,1
36,2,male,19,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
36,2,male,19,> 5,Emily,Graded.Fairly,4,teaching,1
36,2,male,19,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
36,2,male,19,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
36,2,male,19,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
36,2,male,19,> 5,Emily,Consistently.fulfilled.responsibilities,4,professional,1
36,2,male,19,> 5,Emily,Considerate.in.communication,5,approachable,2
36,2,male,19,> 5,Emily,Treated.me.with.respect,5,approachable,2
36,2,male,19,> 5,Emily,Enthusiastic,5,approachable,2
36,2,male,19,> 5,Emily,Professional,5,professional,2
36,2,male,19,> 5,Emily,TA.again,4,teaching,1
37,3,female,20,> 5,Jesse,Facilitated.learning,4,teaching,1
37,3,female,20,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
37,3,female,20,> 5,Jesse,Is.an.expert,5,knowledge,2
37,3,female,20,> 5,Jesse,Graded.in.a.timely.manner,4,professional,1
37,3,female,20,> 5,Jesse,Graded.Fairly,5,teaching,2
37,3,female,20,> 5,Jesse,Did.NOT.respond.to.email.promptly,4,professional,1
37,3,female,20,> 5,Jesse,Knowledgable.of.course.content,5,knowledge,2
37,3,female,20,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
37,3,female,20,> 5,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
37,3,female,20,> 5,Jesse,Considerate.in.communication,4,approachable,1
37,3,female,20,> 5,Jesse,Treated.me.with.respect,5,approachable,2
37,3,female,20,> 5,Jesse,Enthusiastic,5,approachable,2
37,3,female,20,> 5,Jesse,Professional,5,professional,2
37,3,female,20,> 5,Jesse,TA.again,4,teaching,1
38,4,male,23,> 5,Jesse,Facilitated.learning,4,teaching,1
38,4,male,23,> 5,Jesse,Provided.helpful.feedback,3,teaching,0
38,4,male,23,> 5,Jesse,Is.an.expert,3,knowledge,0
38,4,male,23,> 5,Jesse,Graded.in.a.timely.manner,4,professional,1
38,4,male,23,> 5,Jesse,Graded.Fairly,3,teaching,0
38,4,male,23,> 5,Jesse,Did.NOT.respond.to.email.promptly,3,professional,0
38,4,male,23,> 5,Jesse,Knowledgable.of.course.content,3,knowledge,0
38,4,male,23,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
38,4,male,23,> 5,Jesse,Consistently.fulfilled.responsibilities,3,professional,0
38,4,male,23,> 5,Jesse,Considerate.in.communication,3,approachable,0
38,4,male,23,> 5,Jesse,Treated.me.with.respect,3,approachable,0
38,4,male,23,> 5,Jesse,Enthusiastic,4,approachable,1
38,4,male,23,> 5,Jesse,Professional,3,professional,0
38,4,male,23,> 5,Jesse,TA.again,2,teaching,-1
39,2,female,20,4,Emily,Facilitated.learning,5,teaching,2
39,2,female,20,4,Emily,Provided.helpful.feedback,5,teaching,2
39,2,female,20,4,Emily,Is.an.expert,5,knowledge,2
39,2,female,20,4,Emily,Graded.in.a.timely.manner,5,professional,2
39,2,female,20,4,Emily,Graded.Fairly,4,teaching,1
39,2,female,20,4,Emily,Did.NOT.respond.to.email.promptly,1,professional,-2
39,2,female,20,4,Emily,Knowledgable.of.course.content,5,knowledge,2
39,2,female,20,4,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
39,2,female,20,4,Emily,Consistently.fulfilled.responsibilities,5,professional,2
39,2,female,20,4,Emily,Considerate.in.communication,5,approachable,2
39,2,female,20,4,Emily,Treated.me.with.respect,5,approachable,2
39,2,female,20,4,Emily,Enthusiastic,5,approachable,2
39,2,female,20,4,Emily,Professional,5,professional,2
39,2,female,20,4,Emily,TA.again,5,teaching,2
40,2,female,19,> 5,Emily,Facilitated.learning,4,teaching,1
40,2,female,19,> 5,Emily,Provided.helpful.feedback,5,teaching,2
40,2,female,19,> 5,Emily,Is.an.expert,5,knowledge,2
40,2,female,19,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
40,2,female,19,> 5,Emily,Graded.Fairly,5,teaching,2
40,2,female,19,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
40,2,female,19,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
40,2,female,19,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
40,2,female,19,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
40,2,female,19,> 5,Emily,Considerate.in.communication,5,approachable,2
40,2,female,19,> 5,Emily,Treated.me.with.respect,5,approachable,2
40,2,female,19,> 5,Emily,Enthusiastic,5,approachable,2
40,2,female,19,> 5,Emily,Professional,5,professional,2
40,2,female,19,> 5,Emily,TA.again,5,teaching,2
41,3,male,27,5,Jesse,Facilitated.learning,3,teaching,0
41,3,male,27,5,Jesse,Provided.helpful.feedback,3,teaching,0
41,3,male,27,5,Jesse,Is.an.expert,3,knowledge,0
41,3,male,27,5,Jesse,Graded.in.a.timely.manner,4,professional,1
41,3,male,27,5,Jesse,Graded.Fairly,1,teaching,-2
41,3,male,27,5,Jesse,Did.NOT.respond.to.email.promptly,2,professional,-1
41,3,male,27,5,Jesse,Knowledgable.of.course.content,3,knowledge,0
41,3,male,27,5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
41,3,male,27,5,Jesse,Consistently.fulfilled.responsibilities,2,professional,-1
41,3,male,27,5,Jesse,Considerate.in.communication,4,approachable,1
41,3,male,27,5,Jesse,Treated.me.with.respect,2,approachable,-1
41,3,male,27,5,Jesse,Enthusiastic,3,approachable,0
41,3,male,27,5,Jesse,Professional,3,professional,0
41,3,male,27,5,Jesse,TA.again,1,teaching,-2
42,2,female,20,> 5,Jesse,Facilitated.learning,3,teaching,0
42,2,female,20,> 5,Jesse,Provided.helpful.feedback,5,teaching,2
42,2,female,20,> 5,Jesse,Is.an.expert,3,knowledge,0
42,2,female,20,> 5,Jesse,Graded.in.a.timely.manner,4,professional,1
42,2,female,20,> 5,Jesse,Graded.Fairly,4,teaching,1
42,2,female,20,> 5,Jesse,Did.NOT.respond.to.email.promptly,4,professional,1
42,2,female,20,> 5,Jesse,Knowledgable.of.course.content,3,knowledge,0
42,2,female,20,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
42,2,female,20,> 5,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
42,2,female,20,> 5,Jesse,Considerate.in.communication,4,approachable,1
42,2,female,20,> 5,Jesse,Treated.me.with.respect,4,approachable,1
42,2,female,20,> 5,Jesse,Enthusiastic,3,approachable,0
42,2,female,20,> 5,Jesse,Professional,5,professional,2
42,2,female,20,> 5,Jesse,TA.again,4,teaching,1
43,3,female,34,> 5,Emily,Facilitated.learning,1,teaching,-2
43,3,female,34,> 5,Emily,Provided.helpful.feedback,2,teaching,-1
43,3,female,34,> 5,Emily,Is.an.expert,1,knowledge,-2
43,3,female,34,> 5,Emily,Graded.in.a.timely.manner,1,professional,-2
43,3,female,34,> 5,Emily,Graded.Fairly,2,teaching,-1
43,3,female,34,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
43,3,female,34,> 5,Emily,Knowledgable.of.course.content,3,knowledge,0
43,3,female,34,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,1,teaching,-2
43,3,female,34,> 5,Emily,Consistently.fulfilled.responsibilities,3,professional,0
43,3,female,34,> 5,Emily,Considerate.in.communication,3,approachable,0
43,3,female,34,> 5,Emily,Treated.me.with.respect,3,approachable,0
43,3,female,34,> 5,Emily,Enthusiastic,1,approachable,-2
43,3,female,34,> 5,Emily,Professional,3,professional,0
43,3,female,34,> 5,Emily,TA.again,2,teaching,-1
44,3,male,26,4,Jesse,Facilitated.learning,4,teaching,1
44,3,male,26,4,Jesse,Provided.helpful.feedback,5,teaching,2
44,3,male,26,4,Jesse,Is.an.expert,3,knowledge,0
44,3,male,26,4,Jesse,Graded.in.a.timely.manner,4,professional,1
44,3,male,26,4,Jesse,Graded.Fairly,4,teaching,1
44,3,male,26,4,Jesse,Did.NOT.respond.to.email.promptly,4,professional,1
44,3,male,26,4,Jesse,Knowledgable.of.course.content,3,knowledge,0
44,3,male,26,4,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
44,3,male,26,4,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
44,3,male,26,4,Jesse,Considerate.in.communication,5,approachable,2
44,3,male,26,4,Jesse,Treated.me.with.respect,5,approachable,2
44,3,male,26,4,Jesse,Enthusiastic,5,approachable,2
44,3,male,26,4,Jesse,Professional,5,professional,2
44,3,male,26,4,Jesse,TA.again,3,teaching,0
45,3,female,20,> 5,Jesse,Facilitated.learning,4,teaching,1
45,3,female,20,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
45,3,female,20,> 5,Jesse,Is.an.expert,4,knowledge,1
45,3,female,20,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
45,3,female,20,> 5,Jesse,Graded.Fairly,4,teaching,1
45,3,female,20,> 5,Jesse,Did.NOT.respond.to.email.promptly,3,professional,0
45,3,female,20,> 5,Jesse,Knowledgable.of.course.content,4,knowledge,1
45,3,female,20,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
45,3,female,20,> 5,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
45,3,female,20,> 5,Jesse,Considerate.in.communication,4,approachable,1
45,3,female,20,> 5,Jesse,Treated.me.with.respect,4,approachable,1
45,3,female,20,> 5,Jesse,Enthusiastic,4,approachable,1
45,3,female,20,> 5,Jesse,Professional,4,professional,1
45,3,female,20,> 5,Jesse,TA.again,4,teaching,1
46,5,female,35,> 5,Jesse,Facilitated.learning,4,teaching,1
46,5,female,35,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
46,5,female,35,> 5,Jesse,Is.an.expert,4,knowledge,1
46,5,female,35,> 5,Jesse,Graded.in.a.timely.manner,4,professional,1
46,5,female,35,> 5,Jesse,Graded.Fairly,4,teaching,1
46,5,female,35,> 5,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
46,5,female,35,> 5,Jesse,Knowledgable.of.course.content,4,knowledge,1
46,5,female,35,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
46,5,female,35,> 5,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
46,5,female,35,> 5,Jesse,Considerate.in.communication,4,approachable,1
46,5,female,35,> 5,Jesse,Treated.me.with.respect,5,approachable,2
46,5,female,35,> 5,Jesse,Enthusiastic,4,approachable,1
46,5,female,35,> 5,Jesse,Professional,5,professional,2
46,5,female,35,> 5,Jesse,TA.again,4,teaching,1
47,4,male,21,> 5,Jesse,Facilitated.learning,5,teaching,2
47,4,male,21,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
47,4,male,21,> 5,Jesse,Is.an.expert,4,knowledge,1
47,4,male,21,> 5,Jesse,Graded.in.a.timely.manner,5,professional,2
47,4,male,21,> 5,Jesse,Graded.Fairly,5,teaching,2
47,4,male,21,> 5,Jesse,Did.NOT.respond.to.email.promptly,3,professional,0
47,4,male,21,> 5,Jesse,Knowledgable.of.course.content,5,knowledge,2
47,4,male,21,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
47,4,male,21,> 5,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
47,4,male,21,> 5,Jesse,Considerate.in.communication,5,approachable,2
47,4,male,21,> 5,Jesse,Treated.me.with.respect,5,approachable,2
47,4,male,21,> 5,Jesse,Enthusiastic,4,approachable,1
47,4,male,21,> 5,Jesse,Professional,5,professional,2
47,4,male,21,> 5,Jesse,TA.again,4,teaching,1
48,3,male,19,3,Jesse,Facilitated.learning,3,teaching,0
48,3,male,19,3,Jesse,Provided.helpful.feedback,2,teaching,-1
48,3,male,19,3,Jesse,Is.an.expert,2,knowledge,-1
48,3,male,19,3,Jesse,Graded.in.a.timely.manner,4,professional,1
48,3,male,19,3,Jesse,Graded.Fairly,2,teaching,-1
48,3,male,19,3,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
48,3,male,19,3,Jesse,Knowledgable.of.course.content,3,knowledge,0
48,3,male,19,3,Jesse,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
48,3,male,19,3,Jesse,Consistently.fulfilled.responsibilities,4,professional,1
48,3,male,19,3,Jesse,Considerate.in.communication,4,approachable,1
48,3,male,19,3,Jesse,Treated.me.with.respect,5,approachable,2
48,3,male,19,3,Jesse,Enthusiastic,3,approachable,0
48,3,male,19,3,Jesse,Professional,4,professional,1
48,3,male,19,3,Jesse,TA.again,2,teaching,-1
49,3,female,20,3,Jesse,Facilitated.learning,5,teaching,2
49,3,female,20,3,Jesse,Provided.helpful.feedback,5,teaching,2
49,3,female,20,3,Jesse,Is.an.expert,5,knowledge,2
49,3,female,20,3,Jesse,Graded.in.a.timely.manner,5,professional,2
49,3,female,20,3,Jesse,Graded.Fairly,5,teaching,2
49,3,female,20,3,Jesse,Did.NOT.respond.to.email.promptly,1,professional,-2
49,3,female,20,3,Jesse,Knowledgable.of.course.content,5,knowledge,2
49,3,female,20,3,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
49,3,female,20,3,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
49,3,female,20,3,Jesse,Considerate.in.communication,5,approachable,2
49,3,female,20,3,Jesse,Treated.me.with.respect,5,approachable,2
49,3,female,20,3,Jesse,Enthusiastic,5,approachable,2
49,3,female,20,3,Jesse,Professional,5,professional,2
49,3,female,20,3,Jesse,TA.again,4,teaching,1
50,5,female,22,2,Emily,Facilitated.learning,5,teaching,2
50,5,female,22,2,Emily,Provided.helpful.feedback,5,teaching,2
50,5,female,22,2,Emily,Is.an.expert,4,knowledge,1
50,5,female,22,2,Emily,Graded.in.a.timely.manner,3,professional,0
50,5,female,22,2,Emily,Graded.Fairly,3,teaching,0
50,5,female,22,2,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
50,5,female,22,2,Emily,Knowledgable.of.course.content,4,knowledge,1
50,5,female,22,2,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
50,5,female,22,2,Emily,Consistently.fulfilled.responsibilities,4,professional,1
50,5,female,22,2,Emily,Considerate.in.communication,3,approachable,0
50,5,female,22,2,Emily,Treated.me.with.respect,4,approachable,1
50,5,female,22,2,Emily,Enthusiastic,4,approachable,1
50,5,female,22,2,Emily,Professional,4,professional,1
50,5,female,22,2,Emily,TA.again,3,teaching,0
51,4,male,21,> 5,Emily,Facilitated.learning,5,teaching,2
51,4,male,21,> 5,Emily,Provided.helpful.feedback,5,teaching,2
51,4,male,21,> 5,Emily,Is.an.expert,4,knowledge,1
51,4,male,21,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
51,4,male,21,> 5,Emily,Graded.Fairly,4,teaching,1
51,4,male,21,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
51,4,male,21,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
51,4,male,21,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
51,4,male,21,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
51,4,male,21,> 5,Emily,Considerate.in.communication,4,approachable,1
51,4,male,21,> 5,Emily,Treated.me.with.respect,5,approachable,2
51,4,male,21,> 5,Emily,Enthusiastic,5,approachable,2
51,4,male,21,> 5,Emily,Professional,5,professional,2
51,4,male,21,> 5,Emily,TA.again,4,teaching,1
52,3,female,25,1,Emily,Facilitated.learning,5,teaching,2
52,3,female,25,1,Emily,Provided.helpful.feedback,5,teaching,2
52,3,female,25,1,Emily,Is.an.expert,3,knowledge,0
52,3,female,25,1,Emily,Graded.in.a.timely.manner,4,professional,1
52,3,female,25,1,Emily,Graded.Fairly,5,teaching,2
52,3,female,25,1,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
52,3,female,25,1,Emily,Knowledgable.of.course.content,5,knowledge,2
52,3,female,25,1,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
52,3,female,25,1,Emily,Consistently.fulfilled.responsibilities,5,professional,2
52,3,female,25,1,Emily,Considerate.in.communication,5,approachable,2
52,3,female,25,1,Emily,Treated.me.with.respect,5,approachable,2
52,3,female,25,1,Emily,Enthusiastic,5,approachable,2
52,3,female,25,1,Emily,Professional,5,professional,2
52,3,female,25,1,Emily,TA.again,5,teaching,2
53,3,female,39,> 5,Jesse,Facilitated.learning,3,teaching,0
53,3,female,39,> 5,Jesse,Provided.helpful.feedback,4,teaching,1
53,3,female,39,> 5,Jesse,Is.an.expert,3,knowledge,0
53,3,female,39,> 5,Jesse,Graded.in.a.timely.manner,2,professional,-1
53,3,female,39,> 5,Jesse,Graded.Fairly,4,teaching,1
53,3,female,39,> 5,Jesse,Did.NOT.respond.to.email.promptly,4,professional,1
53,3,female,39,> 5,Jesse,Knowledgable.of.course.content,3,knowledge,0
53,3,female,39,> 5,Jesse,Helpful.feedback.vias.Canvas.discussion,3,teaching,0
53,3,female,39,> 5,Jesse,Consistently.fulfilled.responsibilities,3,professional,0
53,3,female,39,> 5,Jesse,Considerate.in.communication,4,approachable,1
53,3,female,39,> 5,Jesse,Treated.me.with.respect,4,approachable,1
53,3,female,39,> 5,Jesse,Enthusiastic,4,approachable,1
53,3,female,39,> 5,Jesse,Professional,4,professional,1
53,3,female,39,> 5,Jesse,TA.again,3,teaching,0
54,2,female,19,4,Emily,Facilitated.learning,4,teaching,1
54,2,female,19,4,Emily,Provided.helpful.feedback,5,teaching,2
54,2,female,19,4,Emily,Is.an.expert,5,knowledge,2
54,2,female,19,4,Emily,Graded.in.a.timely.manner,5,professional,2
54,2,female,19,4,Emily,Graded.Fairly,5,teaching,2
54,2,female,19,4,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
54,2,female,19,4,Emily,Knowledgable.of.course.content,5,knowledge,2
54,2,female,19,4,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
54,2,female,19,4,Emily,Consistently.fulfilled.responsibilities,5,professional,2
54,2,female,19,4,Emily,Considerate.in.communication,4,approachable,1
54,2,female,19,4,Emily,Treated.me.with.respect,5,approachable,2
54,2,female,19,4,Emily,Enthusiastic,5,approachable,2
54,2,female,19,4,Emily,Professional,5,professional,2
54,2,female,19,4,Emily,TA.again,3,teaching,0
55,3,male,28,4,Emily,Facilitated.learning,4,teaching,1
55,3,male,28,4,Emily,Provided.helpful.feedback,5,teaching,2
55,3,male,28,4,Emily,Is.an.expert,5,knowledge,2
55,3,male,28,4,Emily,Graded.in.a.timely.manner,5,professional,2
55,3,male,28,4,Emily,Graded.Fairly,5,teaching,2
55,3,male,28,4,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
55,3,male,28,4,Emily,Knowledgable.of.course.content,5,knowledge,2
55,3,male,28,4,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
55,3,male,28,4,Emily,Consistently.fulfilled.responsibilities,5,professional,2
55,3,male,28,4,Emily,Considerate.in.communication,5,approachable,2
55,3,male,28,4,Emily,Treated.me.with.respect,5,approachable,2
55,3,male,28,4,Emily,Enthusiastic,4,approachable,1
55,3,male,28,4,Emily,Professional,5,professional,2
55,3,male,28,4,Emily,TA.again,5,teaching,2
56,3,male,21,> 5,Emily,Facilitated.learning,3,teaching,0
56,3,male,21,> 5,Emily,Provided.helpful.feedback,2,teaching,-1
56,3,male,21,> 5,Emily,Is.an.expert,2,knowledge,-1
56,3,male,21,> 5,Emily,Graded.in.a.timely.manner,4,professional,1
56,3,male,21,> 5,Emily,Graded.Fairly,1,teaching,-2
56,3,male,21,> 5,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
56,3,male,21,> 5,Emily,Knowledgable.of.course.content,4,knowledge,1
56,3,male,21,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,2,teaching,-1
56,3,male,21,> 5,Emily,Consistently.fulfilled.responsibilities,4,professional,1
56,3,male,21,> 5,Emily,Considerate.in.communication,3,approachable,0
56,3,male,21,> 5,Emily,Treated.me.with.respect,3,approachable,0
56,3,male,21,> 5,Emily,Enthusiastic,3,approachable,0
56,3,male,21,> 5,Emily,Professional,2,professional,-1
56,3,male,21,> 5,Emily,TA.again,3,teaching,0
57,3,female,19,3,Emily,Facilitated.learning,1,teaching,-2
57,3,female,19,3,Emily,Provided.helpful.feedback,1,teaching,-2
57,3,female,19,3,Emily,Is.an.expert,1,knowledge,-2
57,3,female,19,3,Emily,Graded.in.a.timely.manner,5,professional,2
57,3,female,19,3,Emily,Graded.Fairly,2,teaching,-1
57,3,female,19,3,Emily,Did.NOT.respond.to.email.promptly,1,professional,-2
57,3,female,19,3,Emily,Knowledgable.of.course.content,3,knowledge,0
57,3,female,19,3,Emily,Helpful.feedback.vias.Canvas.discussion,1,teaching,-2
57,3,female,19,3,Emily,Consistently.fulfilled.responsibilities,3,professional,0
57,3,female,19,3,Emily,Considerate.in.communication,3,approachable,0
57,3,female,19,3,Emily,Treated.me.with.respect,3,approachable,0
57,3,female,19,3,Emily,Enthusiastic,1,approachable,-2
57,3,female,19,3,Emily,Professional,3,professional,0
57,3,female,19,3,Emily,TA.again,1,teaching,-2
58,3,female,40,> 5,Emily,Facilitated.learning,2,teaching,-1
58,3,female,40,> 5,Emily,Provided.helpful.feedback,2,teaching,-1
58,3,female,40,> 5,Emily,Is.an.expert,2,knowledge,-1
58,3,female,40,> 5,Emily,Graded.in.a.timely.manner,3,professional,0
58,3,female,40,> 5,Emily,Graded.Fairly,3,teaching,0
58,3,female,40,> 5,Emily,Did.NOT.respond.to.email.promptly,2,professional,-1
58,3,female,40,> 5,Emily,Knowledgable.of.course.content,3,knowledge,0
58,3,female,40,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,2,teaching,-1
58,3,female,40,> 5,Emily,Consistently.fulfilled.responsibilities,2,professional,-1
58,3,female,40,> 5,Emily,Considerate.in.communication,4,approachable,1
58,3,female,40,> 5,Emily,Treated.me.with.respect,4,approachable,1
58,3,female,40,> 5,Emily,Enthusiastic,3,approachable,0
58,3,female,40,> 5,Emily,Professional,3,professional,0
58,3,female,40,> 5,Emily,TA.again,2,teaching,-1
59,3,female,21,> 5,Emily,Facilitated.learning,5,teaching,2
59,3,female,21,> 5,Emily,Provided.helpful.feedback,4,teaching,1
59,3,female,21,> 5,Emily,Is.an.expert,5,knowledge,2
59,3,female,21,> 5,Emily,Graded.in.a.timely.manner,5,professional,2
59,3,female,21,> 5,Emily,Graded.Fairly,3,teaching,0
59,3,female,21,> 5,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
59,3,female,21,> 5,Emily,Knowledgable.of.course.content,5,knowledge,2
59,3,female,21,> 5,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
59,3,female,21,> 5,Emily,Consistently.fulfilled.responsibilities,5,professional,2
59,3,female,21,> 5,Emily,Considerate.in.communication,5,approachable,2
59,3,female,21,> 5,Emily,Treated.me.with.respect,5,approachable,2
59,3,female,21,> 5,Emily,Enthusiastic,5,approachable,2
59,3,female,21,> 5,Emily,Professional,5,professional,2
59,3,female,21,> 5,Emily,TA.again,3,teaching,0
60,3,female,22,3,Jesse,Facilitated.learning,5,teaching,2
60,3,female,22,3,Jesse,Provided.helpful.feedback,5,teaching,2
60,3,female,22,3,Jesse,Is.an.expert,5,knowledge,2
60,3,female,22,3,Jesse,Graded.in.a.timely.manner,5,professional,2
60,3,female,22,3,Jesse,Graded.Fairly,5,teaching,2
60,3,female,22,3,Jesse,Did.NOT.respond.to.email.promptly,5,professional,2
60,3,female,22,3,Jesse,Knowledgable.of.course.content,5,knowledge,2
60,3,female,22,3,Jesse,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
60,3,female,22,3,Jesse,Consistently.fulfilled.responsibilities,5,professional,2
60,3,female,22,3,Jesse,Considerate.in.communication,5,approachable,2
60,3,female,22,3,Jesse,Treated.me.with.respect,5,approachable,2
60,3,female,22,3,Jesse,Enthusiastic,5,approachable,2
60,3,female,22,3,Jesse,Professional,5,professional,2
60,3,female,22,3,Jesse,TA.again,5,teaching,2
61,3,female,20,3,Emily,Facilitated.learning,5,teaching,2
61,3,female,20,3,Emily,Provided.helpful.feedback,5,teaching,2
61,3,female,20,3,Emily,Is.an.expert,4,knowledge,1
61,3,female,20,3,Emily,Graded.in.a.timely.manner,5,professional,2
61,3,female,20,3,Emily,Graded.Fairly,5,teaching,2
61,3,female,20,3,Emily,Did.NOT.respond.to.email.promptly,3,professional,0
61,3,female,20,3,Emily,Knowledgable.of.course.content,4,knowledge,1
61,3,female,20,3,Emily,Helpful.feedback.vias.Canvas.discussion,4,teaching,1
61,3,female,20,3,Emily,Consistently.fulfilled.responsibilities,5,professional,2
61,3,female,20,3,Emily,Considerate.in.communication,5,approachable,2
61,3,female,20,3,Emily,Treated.me.with.respect,5,approachable,2
61,3,female,20,3,Emily,Enthusiastic,5,approachable,2
61,3,female,20,3,Emily,Professional,5,professional,2
61,3,female,20,3,Emily,TA.again,4,teaching,1
62,3,male,23,3,Emily,Facilitated.learning,5,teaching,2
62,3,male,23,3,Emily,Provided.helpful.feedback,5,teaching,2
62,3,male,23,3,Emily,Is.an.expert,5,knowledge,2
62,3,male,23,3,Emily,Graded.in.a.timely.manner,5,professional,2
62,3,male,23,3,Emily,Graded.Fairly,5,teaching,2
62,3,male,23,3,Emily,Did.NOT.respond.to.email.promptly,5,professional,2
62,3,male,23,3,Emily,Knowledgable.of.course.content,5,knowledge,2
62,3,male,23,3,Emily,Helpful.feedback.vias.Canvas.discussion,5,teaching,2
62,3,male,23,3,Emily,Consistently.fulfilled.responsibilities,5,professional,2
62,3,male,23,3,Emily,Considerate.in.communication,5,approachable,2
